"","cntry","gndr","crmvct","brncntr","Universalism","Security","marital1","ageadlt1","ageoage1","agea1","agemage1","eduyrs1"
"28163","Norway","Male","Yes","Yes",3,1,"Legally married",20,70,40,50,16
"28164","Norway","Female","No","No",2.66666666666667,3,"Legally married",30,80,49,55,19
"28165","Norway","Female","Yes","No",2.33333333333333,3.5,"Legally married",23,65,42,55,11
"28166","Norway","Female","No","Yes",5,4.5,"Divorced",23,68,60,55,15
"28168","Norway","Male","Yes","Yes",3.33333333333333,2,"Legally married",18,60,60,40,17
"28169","Norway","Female","No","No",4,3.5,"Legally married",20,70,33,40,12
"28170","Norway","Male","No","Yes",3.66666666666667,4,"Legally married",19,68,63,43,23
"28172","Norway","Male","No","Yes",3.33333333333333,3.5,"Legally married",24,65,42,50,14
"28173","Norway","Female","No","Yes",3.66666666666667,2,"Legally married",30,80,67,50,16
"28174","Norway","Female","Yes","Yes",2.66666666666667,1,"NEVER married",23,60,16,45,9
"28175","Norway","Male","No","Yes",3.33333333333333,2,"NEVER married",26,65,30,45,16
"28176","Norway","Female","No","Yes",3.33333333333333,2.5,"NEVER married",28,70,32,46,18
"28178","Norway","Male","No","Yes",3.33333333333333,4.5,"NEVER married",19,75,17,40,11
"28179","Norway","Female","No","Yes",2.66666666666667,2.5,"Divorced",18,70,48,50,10
"28183","Norway","Female","No","Yes",4,3,"Legally married",30,70,40,45,16
"28184","Norway","Female","No","Yes",4.33333333333333,4.5,"Legally married",20,70,66,60,10
"28185","Norway","Female","No","Yes",4.66666666666667,4.5,"Legally married",20,70,35,50,16
"28186","Norway","Female","No","Yes",3.66666666666667,3,"Legally married",25,70,33,50,17
"28187","Norway","Male","Yes","Yes",4.33333333333333,2.5,"Legally married",25,70,47,50,14
"28189","Norway","Female","Yes","Yes",4.66666666666667,3.5,"NEVER married",25,70,30,55,18
"28190","Norway","Female","No","Yes",3.66666666666667,3.5,"NEVER married",20,75,40,45,18
"28191","Norway","Female","No","Yes",2,1.5,"Divorced",20,70,47,45,2
"28192","Norway","Female","No","Yes",2.66666666666667,2,"Legally married",30,60,41,50,13
"28193","Norway","Female","No","Yes",2.66666666666667,2.5,"Widowed",25,75,54,60,19
"28194","Norway","Female","No","Yes",4.33333333333333,1.5,"Legally married",23,70,60,55,13
"28196","Norway","Female","Yes","Yes",3.66666666666667,2.5,"Legally married",16,80,54,50,6
"28197","Norway","Female","No","Yes",3.66666666666667,2.5,"Divorced",20,70,47,50,4
"28198","Norway","Female","No","No",4.66666666666667,3,"Legally married",18,70,53,55,17
"28199","Norway","Male","No","Yes",4.33333333333333,4.5,"Divorced",18,65,30,36,15
"28201","Norway","Female","No","Yes",3.66666666666667,3,"Legally married",18,80,65,60,9
"28202","Norway","Female","No","Yes",2.66666666666667,3,"Legally married",20,65,30,45,13
"28203","Norway","Male","No","Yes",1.66666666666667,2.5,"NEVER married",17,56,16,45,10
"28205","Norway","Male","No","Yes",4,3,"Divorced",18,65,61,35,20
"28206","Norway","Female","No","Yes",5,5,"Divorced",25,90,63,60,10
"28207","Norway","Female","No","Yes",4.33333333333333,2.5,"Legally married",25,70,57,45,9
"28208","Norway","Male","Yes","Yes",4,3,"Legally married",67,80,37,35,12
"28209","Norway","Female","Yes","Yes",4.33333333333333,3,"NEVER married",20,70,29,51,18
"28210","Norway","Female","Yes","Yes",3.66666666666667,4.5,"NEVER married",18,75,40,45,14
"28211","Norway","Female","No","Yes",3.33333333333333,3.5,"Divorced",20,75,45,55,12
"28212","Norway","Female","No","Yes",3,3.5,"Legally married",18,80,30,60,13
"28213","Norway","Female","No","Yes",3.66666666666667,4,"Widowed",18,70,91,50,7
"28214","Norway","Female","No","Yes",2.66666666666667,3,"Legally married",25,70,52,45,15
"28217","Norway","Male","No","Yes",3,4,"NEVER married",20,60,56,40,11
"28218","Norway","Male","No","Yes",3.33333333333333,3.5,"Legally married",20,85,50,55,13
"28219","Norway","Male","No","Yes",4,5,"Divorced",20,75,45,60,13
"28220","Norway","Female","No","Yes",3,4,"Legally married",19,85,74,50,8
"28221","Norway","Male","No","Yes",2.66666666666667,3.5,"NEVER married",23,60,41,45,10
"28222","Norway","Male","No","Yes",3.66666666666667,4.5,"Legally married",23,70,36,45,13
"28223","Norway","Male","No","Yes",4.33333333333333,4,"Legally married",25,80,52,40,8
"28225","Norway","Male","No","Yes",4,3,"Legally married",22,75,41,48,19
"28226","Norway","Male","No","Yes",4,4.5,"Legally married",22,70,59,55,10
"28227","Norway","Female","No","Yes",3.33333333333333,2,"Legally married",18,75,68,50,9
"28228","Norway","Male","No","Yes",4.33333333333333,2.5,"NEVER married",19,70,72,50,7
"28229","Norway","Female","No","Yes",1.66666666666667,1.5,"Legally married",18,70,45,50,13
"28230","Norway","Male","No","Yes",1.66666666666667,4,"Legally married",20,80,54,45,10
"28231","Norway","Male","No","Yes",5,4.5,"NEVER married",20,70,17,50,10
"28232","Norway","Male","No","Yes",4,4.5,"Legally married",25,70,45,55,14
"28233","Norway","Female","No","Yes",4.66666666666667,5,"Legally married",18,70,50,50,15
"28234","Norway","Male","No","Yes",4,2,"NEVER married",18,70,46,45,10
"28235","Norway","Male","No","Yes",2.66666666666667,2,"Legally married",18,75,48,45,14
"28236","Norway","Male","No","Yes",5,1,"NEVER married",16,60,23,45,17
"28237","Norway","Male","No","Yes",3.66666666666667,5,"Legally married",17,70,63,40,8
"28238","Norway","Female","No","Yes",3,3,"NEVER married",20,65,18,50,11
"28239","Norway","Male","Yes","Yes",3,3,"Legally married",20,60,65,40,15
"28240","Norway","Female","No","Yes",4,4,"NEVER married",20,60,15,60,9
"28241","Norway","Male","Yes","Yes",3.33333333333333,4.5,"Legally married",35,70,41,50,12
"28242","Norway","Female","No","Yes",4.33333333333333,4.5,"Legally married",25,70,42,45,11
"28243","Norway","Female","No","Yes",2,3.5,"Legally married",20,60,34,40,13
"28244","Norway","Male","No","Yes",4.33333333333333,3.5,"Legally married",20,75,58,50,18
"28245","Norway","Female","Yes","No",3.66666666666667,4,"Legally married",25,70,44,50,12
"28248","Norway","Male","No","Yes",2,2.5,"Legally married",18,70,64,40,14
"28249","Norway","Male","No","Yes",3,4,"NEVER married",18,70,42,40,13
"28250","Norway","Female","No","Yes",3.33333333333333,2.5,"Widowed",17,80,86,45,13
"28251","Norway","Male","No","Yes",4.66666666666667,3.5,"NEVER married",22,67,42,40,15
"28252","Norway","Female","Yes","Yes",4,3.5,"Legally married",30,75,39,60,17
"28253","Norway","Male","No","Yes",3.33333333333333,3.5,"Divorced",35,70,63,50,14
"28254","Norway","Male","No","Yes",4,2,"Legally married",30,60,45,40,11
"28255","Norway","Male","No","Yes",4,3.5,"NEVER married",18,75,69,40,8
"28256","Norway","Male","Yes","Yes",3,3,"Legally married",20,65,57,40,18
"28257","Norway","Female","Yes","Yes",5,3,"NEVER married",18,75,17,50,10
"28258","Norway","Female","Yes","Yes",4.33333333333333,0,"NEVER married",55,55,47,55,24
"28259","Norway","Female","No","Yes",3.33333333333333,3,"Divorced",23,70,62,40,9
"28263","Norway","Female","Yes","Yes",4.33333333333333,2.5,"Legally married",20,70,24,40,15
"28265","Norway","Female","No","Yes",4.33333333333333,2.5,"Legally married",20,70,56,50,19
"28266","Norway","Male","No","Yes",1.66666666666667,1.5,"Legally married",23,70,47,50,11
"28267","Norway","Male","No","Yes",3.33333333333333,3,"Legally married",18,83,64,63,14
"28268","Norway","Male","No","Yes",3.66666666666667,4,"Divorced",20,65,35,45,14
"28269","Norway","Female","No","Yes",4.66666666666667,4,"NEVER married",20,75,48,50,12
"28270","Norway","Male","No","Yes",2.33333333333333,4,"Legally married",28,66,44,46,16
"28271","Norway","Male","Yes","Yes",3,2.5,"Legally married",20,70,54,50,9
"28272","Norway","Male","No","Yes",1.66666666666667,3,"NEVER married",18,70,28,45,18
"28273","Norway","Female","No","Yes",4.66666666666667,4,"Legally married",25,88,66,66,9
"28275","Norway","Female","Yes","No",3.66666666666667,3,"Legally married",25,70,38,45,20
"28278","Norway","Female","No","Yes",3,2.5,"Legally married",18,70,26,45,18
"28281","Norway","Male","No","Yes",3.33333333333333,1.5,"Legally married",18,70,60,50,12
"28282","Norway","Male","No","Yes",2,3,"Legally married",18,75,51,50,12
"28284","Norway","Male","No","Yes",3.66666666666667,3.5,"Legally married",20,75,62,50,14
"28287","Norway","Female","Yes","Yes",4,4,"Legally married",19,70,49,50,14
"28288","Norway","Male","Yes","Yes",4,3.5,"Legally married",20,75,61,40,17
"28289","Norway","Male","No","Yes",3.66666666666667,1,"Legally married",16,65,62,40,10
"28290","Norway","Female","Yes","Yes",3.33333333333333,3.5,"NEVER married",20,70,25,40,16
"28291","Norway","Female","No","Yes",4,1.5,"Legally married",20,75,45,50,21
"28292","Norway","Male","No","Yes",3.66666666666667,3,"Legally married",18,67,39,40,18
"28293","Norway","Female","No","Yes",4.66666666666667,3,"NEVER married",20,70,41,50,20
"28294","Norway","Female","Yes","Yes",3,4,"Legally married",30,70,53,50,16
"28296","Norway","Male","Yes","Yes",4,4,"NEVER married",22,65,32,40,14
"28297","Norway","Female","No","Yes",2,2.5,"Legally married",19,70,30,50,11
"28298","Norway","Male","No","Yes",2,3.5,"Legally married",18,70,75,45,7
"28299","Norway","Male","No","Yes",3,2.5,"Divorced",16,80,54,45,14
"28300","Norway","Female","No","Yes",4.33333333333333,2.5,"Legally married",20,75,48,50,17
"28301","Norway","Male","No","Yes",2.66666666666667,1.5,"Legally married",18,80,73,60,12
"28302","Norway","Male","No","Yes",3.66666666666667,2,"Legally married",20,60,42,35,16
"28303","Norway","Female","No","Yes",4,4,"NEVER married",20,50,17,30,10
"28304","Norway","Female","No","No",4,4,"Divorced",20,65,48,40,20
"28305","Norway","Male","Yes","Yes",3.33333333333333,2,"NEVER married",20,60,25,45,17
"28306","Norway","Female","No","Yes",5,3,"Legally married",19,70,39,50,15
"28307","Norway","Male","No","Yes",4,1.5,"Legally married",20,65,53,48,12
"28308","Norway","Female","No","Yes",2.33333333333333,2.5,"NEVER married",18,60,17,50,11
"28310","Norway","Male","No","Yes",3.66666666666667,2.5,"Legally married",25,67,43,47,12
"28311","Norway","Male","Yes","Yes",2.66666666666667,3,"NEVER married",23,60,29,45,15
"28313","Norway","Female","Yes","Yes",3.66666666666667,2,"Legally married",19,65,42,55,18
"28314","Norway","Male","Yes","Yes",3,1.5,"Legally married",25,75,44,45,12
"28315","Norway","Male","No","Yes",4,2.5,"Legally married",20,70,31,50,12
"28316","Norway","Male","No","Yes",3.66666666666667,3,"Legally married",20,80,79,40,13
"28317","Norway","Male","No","Yes",3,4,"NEVER married",25,65,32,35,14
"28318","Norway","Female","No","Yes",3.66666666666667,4,"Legally married",18,80,66,50,9
"28319","Norway","Male","No","Yes",4.66666666666667,4.5,"NEVER married",23,75,45,50,12
"28320","Norway","Male","No","Yes",2.66666666666667,2.5,"Divorced",20,80,59,45,13
"28321","Norway","Female","No","Yes",3.33333333333333,4,"Legally married",25,70,36,58,12
"28322","Norway","Female","No","Yes",4.33333333333333,4,"NEVER married",18,70,28,50,15
"28323","Norway","Female","No","Yes",2.66666666666667,3.5,"Divorced",22,75,36,60,17
"28324","Norway","Female","No","Yes",2.66666666666667,3.5,"Legally married",20,80,33,50,14
"28327","Norway","Female","No","Yes",4,2.5,"NEVER married",25,75,59,65,9
"28328","Norway","Male","No","Yes",3,2.5,"NEVER married",20,70,28,45,12
"28329","Norway","Male","No","Yes",4.66666666666667,2,"NEVER married",20,75,18,50,11
"28330","Norway","Female","No","Yes",4,2,"NEVER married",25,65,28,50,19
"28333","Norway","Male","No","Yes",3,3.5,"Legally married",18,67,43,49,13
"28334","Norway","Male","No","No",4,4.5,"Legally married",15,60,60,45,0
"28336","Norway","Male","No","No",4,4,"Legally married",22,80,37,35,12
"28337","Norway","Male","No","Yes",3.66666666666667,2.5,"Legally married",18,70,36,45,16
"28338","Norway","Female","Yes","Yes",2,1,"Legally married",30,70,44,50,10
"28342","Norway","Female","Yes","Yes",4.33333333333333,5,"NEVER married",20,65,16,40,10
"28343","Norway","Female","No","Yes",3,3.5,"Divorced",22,65,51,50,16
"28345","Norway","Female","No","Yes",4.66666666666667,3,"Legally married",25,65,53,45,19
"28346","Norway","Male","No","Yes",3.66666666666667,1.5,"NEVER married",18,65,22,50,14
"28347","Norway","Female","No","Yes",4,4,"Legally married",18,70,31,50,16
"28349","Norway","Male","No","Yes",3,2,"Divorced",20,65,58,40,11
"28350","Norway","Female","No","Yes",3,1,"Widowed",40,80,56,55,12
"28351","Norway","Female","No","Yes",4.33333333333333,5,"Widowed",18,60,74,40,7
"28352","Norway","Male","No","No",4.66666666666667,5,"Legally married",20,50,32,35,11
"28353","Norway","Male","Yes","Yes",4.66666666666667,4,"Legally married",20,70,36,45,19
"28354","Norway","Female","No","Yes",4,1.5,"NEVER married",20,70,56,45,11
"28355","Norway","Male","No","Yes",4,1.5,"NEVER married",20,70,34,50,16
"28356","Norway","Female","No","Yes",3,2.5,"Legally married",30,65,37,50,15
"28357","Norway","Male","No","Yes",4.33333333333333,3,"Legally married",20,75,59,40,10
"28358","Norway","Male","Yes","Yes",3.33333333333333,2.5,"Legally married",20,60,31,40,10
"28359","Norway","Female","No","Yes",3.33333333333333,4.5,"Legally married",20,65,58,60,12
"28360","Norway","Female","No","Yes",3.66666666666667,5,"Legally married",18,75,38,60,11
"28361","Norway","Female","Yes","Yes",3.66666666666667,4,"NEVER married",25,75,39,50,16
"28362","Norway","Male","No","Yes",3,3,"NEVER married",19,70,58,50,14
"28366","Norway","Male","Yes","Yes",4.33333333333333,3,"Legally married",18,70,58,40,19
"28368","Norway","Female","No","Yes",4.66666666666667,3.5,"Legally married",40,80,41,60,12
"28369","Norway","Male","No","Yes",2.33333333333333,1.5,"Divorced",30,70,57,55,15
"28370","Norway","Female","Yes","Yes",3.66666666666667,3.5,"Legally married",25,70,52,50,11
"28371","Norway","Male","Yes","Yes",3,3,"NEVER married",20,50,44,60,16
"28372","Norway","Female","No","Yes",4.66666666666667,4.5,"Legally married",20,80,47,50,13
"28374","Norway","Female","No","Yes",4.66666666666667,4.5,"Legally married",25,70,35,50,16
"28375","Norway","Male","Yes","Yes",3.33333333333333,3,"Legally married",23,70,61,50,14
"28377","Norway","Male","Yes","Yes",2.33333333333333,4.5,"Legally married",25,65,36,40,11
"28378","Norway","Male","No","Yes",2.66666666666667,1.5,"Legally married",25,70,35,50,17
"28379","Norway","Female","No","No",4,4.5,"Legally married",22,70,28,50,15
"28381","Norway","Male","Yes","Yes",2.66666666666667,2.5,"Legally married",19,67,37,45,14
"28382","Norway","Male","No","Yes",2.33333333333333,1,"Legally married",24,70,59,50,10
"28383","Norway","Male","No","Yes",2,2,"Legally married",18,55,70,40,12
"28384","Norway","Male","Yes","Yes",3,2,"Legally married",25,65,48,45,13
"28385","Norway","Female","No","Yes",4,3.5,"Legally married",20,62,51,50,10
"28386","Norway","Male","No","Yes",4,2,"Legally married",18,70,63,50,12
"28387","Norway","Male","No","Yes",2.66666666666667,2,"Legally married",20,60,32,35,16
"28388","Norway","Male","No","Yes",2.66666666666667,3.5,"Legally married",18,70,65,45,9
"28389","Norway","Male","No","Yes",2.33333333333333,1.5,"Legally married",25,70,44,50,14
"28390","Norway","Female","No","Yes",3,4.5,"Legally married",18,75,46,55,11
"28391","Norway","Female","Yes","Yes",2.33333333333333,1.5,"Legally married",20,75,44,50,9
"28392","Norway","Male","Yes","Yes",3.66666666666667,3.5,"Legally married",20,70,43,50,13
"28393","Norway","Male","No","Yes",4.33333333333333,1.5,"Divorced",28,65,40,50,17
"28395","Norway","Female","No","Yes",3.33333333333333,3.5,"Legally married",25,70,46,50,16
"28396","Norway","Male","No","Yes",2.66666666666667,2,"Legally married",18,65,65,45,15
"28397","Norway","Male","No","Yes",3.33333333333333,3.5,"Legally married",22,75,61,50,13
"28398","Norway","Male","Yes","Yes",4.66666666666667,3,"Legally married",22,65,37,45,16
"28399","Norway","Female","Yes","Yes",3.66666666666667,2,"NEVER married",18,70,23,60,15
"28400","Norway","Female","No","Yes",3,2,"NEVER married",20,50,15,40,9
"28401","Norway","Male","Yes","Yes",4,2.5,"Legally married",16,60,51,40,19
"28403","Norway","Male","No","Yes",5,0.5,"NEVER married",20,70,22,40,15
"28404","Norway","Female","No","Yes",3.66666666666667,1.5,"Widowed",15,90,79,60,9
"28405","Norway","Male","No","Yes",3.66666666666667,4.5,"NEVER married",18,70,22,50,15
"28406","Norway","Female","No","Yes",3.33333333333333,2,"Legally married",18,70,67,50,9
"28407","Norway","Male","No","Yes",2.33333333333333,2.5,"Legally married",20,70,58,45,10
"28408","Norway","Female","No","Yes",3.33333333333333,3,"Legally married",20,70,53,50,16
"28409","Norway","Female","No","Yes",4.33333333333333,3.5,"NEVER married",20,60,64,40,12
"28410","Norway","Female","No","Yes",4,5,"Legally married",25,67,34,50,16
"28411","Norway","Male","No","Yes",4,3.5,"NEVER married",20,70,31,45,15
"28412","Norway","Male","No","Yes",1,4.5,"Divorced",23,65,38,45,13
"28413","Norway","Female","No","Yes",4,2.5,"Legally married",20,70,28,40,17
"28414","Norway","Male","Yes","Yes",1.66666666666667,3,"NEVER married",24,64,15,40,9
"28416","Norway","Female","No","Yes",3.33333333333333,3,"NEVER married",25,70,40,55,20
"28417","Norway","Female","No","Yes",4,3.5,"Legally married",20,70,33,45,16
"28418","Norway","Female","No","Yes",3,3,"Legally married",18,70,57,40,16
"28422","Norway","Female","No","Yes",4,4,"Divorced",18,70,48,50,14
"28423","Norway","Female","Yes","Yes",4.33333333333333,2,"Legally married",27,80,36,50,16
"28425","Norway","Male","No","Yes",2.33333333333333,2,"Divorced",23,65,34,40,11
"28426","Norway","Female","No","Yes",4.33333333333333,3.5,"Legally married",20,80,79,60,17
"28427","Norway","Female","No","Yes",4,2.5,"NEVER married",31,78,32,57,14
"28429","Norway","Female","Yes","Yes",3.33333333333333,4.5,"NEVER married",19,70,18,50,12
"28430","Norway","Male","Yes","Yes",4.33333333333333,4,"Legally married",20,70,52,60,12
"28431","Norway","Female","Yes","Yes",2.66666666666667,3.5,"Legally married",18,70,31,50,18
"28432","Norway","Male","No","Yes",3,3,"NEVER married",17,60,20,45,13
"28434","Norway","Male","Yes","Yes",4.33333333333333,2,"Legally married",20,80,56,45,18
"28435","Norway","Male","No","Yes",4,4.5,"Legally married",25,60,54,45,14
"28436","Norway","Female","Yes","Yes",4.33333333333333,3,"NEVER married",30,70,27,50,13
"28437","Norway","Female","No","Yes",3.66666666666667,3.5,"Legally married",17,77,74,50,7
"28438","Norway","Female","No","Yes",4.33333333333333,3.5,"NEVER married",25,65,19,40,12
"28439","Norway","Female","No","Yes",3.66666666666667,3,"NEVER married",22,65,17,45,13
"28440","Norway","Female","No","Yes",2.66666666666667,1.5,"Legally married",25,70,50,45,15
"28441","Norway","Male","Yes","Yes",3.66666666666667,2,"Legally married",18,67,58,40,7
